Standard_Name,Definition_Standard_Name,Reference_Definition_Standard_Name,Short_Name,Definition_Short_Name,Reference_Definition_Short_Name,Long_Name,Definition_Long_Name,Reference_Definition_Long_Name,Variable_Name,Definition_Variable_Name,Reference_Definition_Variable_Name,Project,,,,,,,Product,Extension,Product Origin,Product_code,Long Definition (Reference),,,z,,,Definition CF 1.6,Definition 'Glossary of Weather and Climate' 
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Maximum temperature of warmest month,Maximum temperature of warmest month for the Australian continent.,Dr. Bradley Evans,"Maximum temperature of warmest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Maximum temperature of warmest month for the Australian continent. Modelled using eMAST-R-Package 2.0.,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Mean temperature of coldest quarter,Mean temperature of coldest quarter for the Australian continent. Coldest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is lower than any other set of 3 consecutive months.,Dr. Bradley Evans,"Mean temperature of coldest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Mean temperature of coldest quarter for the Australian continent. Coldest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is lower than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Mean temperature of driest quarter,Mean temperature of driest quarter for the Australian continent. Driest quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is lower than any other set of 3 consecutive months.,Dr. Bradley Evans,"Mean temperature of driest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Mean temperature of driest quarter for the Australian continent. Driest quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is lower than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Mean temperature of warmest quarter,Mean temperature of warmest quarter for the Australian continent. Warmest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is higher than any other set of 3 consecutive months.,Dr. Bradley Evans,"Mean temperature of warmest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Mean temperature of warmest quarter for the Australian continent. Warmest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is higher than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Mean temperature of wettest quarter,Mean temperature of wettest quarter for the Australian continent. Wettest Quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is higher than any other set of 3 consecutive months.,Dr. Bradley Evans,"Mean temperature of wettest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Mean temperature of wettest quarter for the Australian continent. Wettest Quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is higher than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Minimum temperature of coldest month,Minimum temperature of coldest month for the Australian continent.,Dr. Bradley Evans,"Minimum temperature of coldest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Minimum temperature of coldest month for the Australian continent. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly 1976-2005 mean daily maximum temperature,The monthly mean daily maximum temperature for the Australian continent between 1976 and 2005. Daily temperatures regulates rates of plant growth and to determine critical conditions such as frost on flowering and fruiting.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly 1976-2005 mean daily maximum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage","Monthly mean daily maximum temperature for the Australian continent between 1976-2005. Daily maximum temperature regulates rates of plant growth. Modelled by fitting trivariate thin plate smoothing spline functions of longitude, latitude and vertically exaggerated elevation to observed and estimated monthly 1976-2005 daily maximum temperature means at 1541 Bureau of Meteorology stations. Missing monthly temperature values were estimated by regression with the long term station that provided estimates of the 1976-2005 monthly means with with the least standard error. This was applied to each station with at least 5 years of record between 1921 and 2012. Quality controls were applied to the regression and the surface fitting processes to remove poor quality data. Thus, of 1597 stations with at least 5 years of record, 38 stations had poor regressions with long term stations and a further 18 stations had extreme studentised residuals from initial spline analyses. These were commonly stations with an old or short period of record, or with an imprecise location. The spline analysis also incorporated the impact of distance from the coast as provided by eMAST_ANUClimate_fx_dist_v1m0. The root mean square error of individual cross validation residuals provided by the spline analysis at 225 stations with near complete records, of at least 28 years, is 0.47 degrees Celsius. The incorporation of distance from the coast reduced overall cross validation errors by around 10%. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated monthly mean daily maximum temperature grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly 1976-2005 mean daily minimum temperature,The monthly mean daily minimum temperature for the Australian continent between 1976 and 2005. Daily temperatures regulates rates of plant growth and to determine critical conditions such as frost on flowering and fruiting.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly 1976-2005 mean daily minimum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage","Monthly mean daily minimum temperature for the Australian continent between 1976-2005. Daily minimum temperature regulates rates of plant growth and determines critical conditions such as frost on flowering and fruiting. Modelled by fitting a trivariate thin plate smoothing spline function of longitude, latitude and vertically exaggerated elevation to observed and estimated monthly 1976-2005 daily minimum temperature means at 1523 Bureau of Meteorology stations. Missing monthly temperature values were estimated by regression with the long term station that provided estimates of the 1976-2005 monthly means with with the least standard error. This was applied to each station with at least 5 years of record between 1921 and 2012. Quality controls were applied to the regression and the surface fitting processes to remove poor quality data. Thus, of 1598 stations with at least 5 years of record, 59 stations had poor regressions with long term stations and a further 16 stations had extreme studentised residuals from initial spline analyses. These were commonly stations with an old or short period of record, or with an imprecise location. The analysis also incorporated the impact of proximity to the coast as provided by eMAST_ANUClimate_fx_rati_v1m0. The root mean square of the individual cross validation residuals provided by the spline analysis at 225 stations with near complete records, of at least 28 years, is 0.89 degrees Celsius. The incorporation of proximity to the coast reduced overall cross validation errors by around 10%. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated monthly mean daily minimum temperature grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly daily maximum temperature,Maximum daily temperature of each month for the Australian continent between 1970 and 2012. Daily temperatures regulates rates of plant growth and to determine critical conditions such as frost on flowering and fruiting.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly daily maximum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Mean daily maximum temperature of each month, for the Australian continent between 1970-2012. Daily temperature regulates rates of plant growth. Modelled by expressing each monthly value as a difference anomaly with respect to the gridded 1976-2005 mean daily maximum temperature for each month as provided by eMAST_ANUClimate_mmn_tmax_v1m0_1976_2005. The monthly anomalies were interpolated by trivariate thin plate smoothing spline functions of longitude, latitude and vertically exaggerated elevation using ANUSPLIN Version 4.5. Monthly data values were calculated from Bureau of Meteorology daily data at stations where there were at least 25 days of record, giving an average of 640 data points per month between 1970 and 2012. Automated quality assessment rejected on average 2 data values per month with extreme studentised residuals. The root mean square of all individual cross validation residuals provided by the spline analysis is 0.50 degrees Centigrade. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly daily minimum temperature,Minimum daily temperature of each month for the Australian continent between 1970 and 2012. Daily temperatures regulates rates of plant growth and to determine critical conditions such as frost on flowering and fruiting.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly daily minimum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Mean daily minimum temperature of each month, for the Australian continent between 1970-2012. Daily temperature regulates rates of plant growth and determines critical conditions such as frost on flowering and fruiting. Modelled by expressing each monthly value as a difference anomaly with respect to the gridded 1976-2005 mean daily minimum temperature for each month as provided by eMAST_ANUClimate_mmn_tmin_v1m0_1976_2005. The monthly anomalies were interpolated by trivariate thin plate smoothing spline functions of longitude, latitude and vertically exaggerated elevation using ANUSPLIN Version 4.5. Monthly data values were calculated from Bureau of Meteorology daily data at stations where there were at least 25 days of record, giving an average of 634 data points per month between 1970 and 2012. Automated quality assessment rejected on average 2 data values per month with extreme studentised residuals. The root mean square of all individual cross validation residuals provided by the spline analysis is 0.73 degrees Centigrade. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual Number of days less than 0 degrees celsius ,Annual Number of days less than 0 degrees Celsius for the Australian continent,Dr. Bradley Evans,"Number of days less than 0 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual number of days less than 0 degrees Celsius for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_below_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly Number of days less than 0 degrees celsius ,Monthly Number of days less than 0 degrees Celsius for the Australian continent,Dr. Bradley Evans,"Number of days less than 0 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly number of days less than 0 degrees Celsius for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_below_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Temperature annual range,Temperature annual range for the Australian continent.,Dr. Bradley Evans,"Temperature annual range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Temperature annual range for the Australian continent. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Terrain Conditions,,,Digital Elevation Model,Digital Elevation Model (DEM) to support modelling of surface climate and related earth surface processes for the Australian continent. Used in ANUClimate and ANUClim for generating the Climate and Bioclimatic surfaces. Derived from the GEODATA 9 Second DEM version 3.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Digital elevation model: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",Digital Elevation Model (DEM) with horizontal resolution of 0.01 degrees to support spatial modelling of surface climate and related earth surface processes for the Australian continent. Used in ANUClimate and ANUCLIM for generating the climate and bioclimatic surfaces. Derived by forming 0.01 degree local averages of grid values from the GEODATA 9 second DEM version 3 (Hutchinson et al. 2008).,,elevation_model,Digital Elevation Model (DEM) to support modelling of surface climate and related earth surface processes for the Australian continent. Used in ANUClimate and ANUClim for generating the Climate and Bioclimatic surfaces. Derived from the GEODATA 9 Second DEM version 3.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia",eMAST,,,,,,,,,,,,,,,,,,
Terrain Conditions,,,Digital Elevation Model locally averaged to 0.05 degrees,"Digital Elevation Model (DEM) to support modelling of surface climate and related earth surface processes for the Australian continent. Used in ANUClimate and ANUClim for generating the Climate and Bioclimatic surfaces. Derived from the GEODATA 9 Second DEM version 3., locally averaged to 0.05 degree.","Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Digital elevation model locally averaged to 0.05 degrees: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",Digital Elevation Model (DEM) locally averaged to 0.05 degree resolution and resampled to 0.01 degree  resolution. This is used to support spatial modelling of precipitation and related surface processes that have a coarser resolution interaction with surface topography (Sharples et al. 2005). Derived by calculating a 0.05 degree DEM consisting of 0.05 degree local averages of values from the GEODATA 9 second DEM version 3 (Hutchinson et al. 2008). These 0.05 degree grid values were then smoothly resampled to 0.01 degree resolution using biquadratic spline interpolation.,,elevation_model,"Digital Elevation Model (DEM) to support modelling of surface climate and related earth surface processes for the Australian continent. Used in ANUClimate and ANUClim for generating the Climate and Bioclimatic surfaces. Derived from the GEODATA 9 Second DEM version 3., locally averaged to 0.05 degree.","Prof. Michael Hutchinson, Australian National University, Canberra, Australia",eMAST,,,,,,,,,,,,,,,,,,
Terrain Conditions,,,Distance to generalised coastline,The distance to the generalised coastline is used to support spatial modelling of daily maximum temperature.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Distance to a generalised coastline: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",Distance to the generalised coastline can be used to support spatial modelling of daily maximum temperature and coastal windspeed profiles. The coastline was generalised by generalising the coverage of the GEODATA 9 second Australian digital elevation model (Hutchinson et al. 2008) to a spatial resolution of 0.025 degrees (longitude and latitude) and by further generalising the coastline where it is associated with the sheltering Facing Island off Gladstone on the Queensland coast and the deep coastal embayment at Hamelin Pool in Western Australia. A full description is in preparation.,,Distance_to_coast,The distance to the generalised coastline is used to support spatial modelling of daily maximum temperature.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia",eMAST,,,,,,,,,,,,,,,,,,
Terrain Conditions,,,Proportion of the local area that is ocean,The proportion of the local area that is ocean is used to support spatial modelling of daily minimum temperature. The local area is defined by a circle with radius 5 km.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Proportion of local area that is ocean: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Proportion of the local area that is ocean is used to support spatial modelling of daily minimum temperature. The local area is defined by a circle with radius 5 km centred on each 0.01 degree grid point. The portion of the circle that is ocean was determined by intersecting the circle with the 1:00,000 scale digital Australian coastline. A full description is in preparation.",,Local_area_that_is_ocean,The proportion of the local area that is ocean is used to support spatial modelling of daily minimum temperature. The local area is defined by a circle with radius 5 km.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia",eMAST,,,,,,,,,,,,,,,,,,
Vapour pressure,"Water vapour = Water substance (H2O) in the gaseous phase; also known as aqueous vapor, or simply vapor. Pressure = in meteorology commonly used for atmospheric pressure. Atmospheric pressure = the force exerted per unit of area by the atmosphere as a consequence of gravitational attraction upon the 'column' of air lying directly above the point in question. ","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Daily mean daily vapour pressure,Mean daily vapour pressure for the Australian continent beween 1970 and 2012. Daily water pressure is used to regulate evaporation rates and water need use. ,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Daily mean vapour pressure: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",Mean daily vapour pressure for the Australian continent between 1970-2012. Daily vapour pressure is used to regulate evaporation rates and water need and use. Modelled using ANUSPLIN Version 4.5.,,water_vapor_partial_pressure_in_air,The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume.,CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Vapour pressure,"Water vapour = Water substance (H2O) in the gaseous phase; also known as aqueous vapor, or simply vapor. Pressure = in meteorology commonly used for atmospheric pressure. Atmospheric pressure = the force exerted per unit of area by the atmosphere as a consequence of gravitational attraction upon the 'column' of air lying directly above the point in question. ","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly daily average vapour pressure,Monthly mean daily vapour pressure of each month for the Australian continent between 1970 and 2012. Daily water pressure is used to regulate evaporation rates and water need use,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly daily average vapour pressure: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Monthly mean daily vapour pressure of each month, for the Australian continent between 1970-2012. Daily vapour pressure regulates evaporation rates and water need and use. Modelled using ANUSPLIN Version 4.5.",,water_vapor_partial_pressure_in_air,The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume.,CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
